"Gene name","Position in dataset","Root-tip var.","Saturation","Missing data","Evolutionary rate","Tree length","Treeness","Av patristic dist.","Comp. heterogeneity","Alignment length","Occupancy","Prop. variable sites","Av. boostrap support","RF similarity","PC1","PC2"
"OG0000320_pruned.fasta.filtered.mafft",183,0.000462366070488827,0.604273247091557,0.0408473782771536,0.0456143989125,0.7298303826,0.434953788535249,0.156407861024167,0.0437272640621936,534,0.4,0.232209737827715,86,0,-5.29157160894545,0.230442382203351
"OG0002961_pruned.fasta.filtered.mafft",1562,0.000805749875160658,0.591268926772036,0.0855392156862745,0.049245768475,0.3939661478,0.20469319115443,0.117540550139286,0.0660601352513112,510,0.2,0.180392156862745,63.4,0,-5.37027467681798,1.95468189932482
"OG0001355_pruned.fasta.filtered.mafft",724,2.28381191991519e-13,0.773174191726751,0.188971684053651,0.0590422927,0.2952114635,7.2392175243241e-06,0.11808501282,0.0713645085472143,671,0.125,0.0283159463487332,29,0,-5.11484903810134,4.36920269793842
"OG0002224_pruned.fasta.filtered.mafft",1158,0.00118641813633852,0.52223827178249,0.0354774535809019,0.0623031460076923,0.8099408981,0.311666331694283,0.197371541587179,0.0471146604803525,464,0.325,0.282327586206897,77.3,0,-5.52692789957181,0.891745967677494
"OG0000152_pruned.fasta.filtered.mafft",84,0.000116724149167187,0.46415782200495,0.00102669404517454,0.0636826327,0.3820957962,0.276825212556474,0.152534116586667,0.0229238273378802,2435,0.15,0.213552361396304,100,0,-6.32133772929414,-0.640221941279558
"OG0003135_pruned.fasta.filtered.mafft",1669,0.00115862605573489,0.358477166378885,0.135375494071146,0.0722529193090909,0.7947821124,0.355023268513108,0.195953335141818,0.0676563840585782,552,0.275,0.286231884057971,73.125,0,-6.06468452145676,1.39364702654881
"OG0001149_pruned.fasta.filtered.mafft",608,0.00106615295700826,0.578667337490475,0.110306352158168,0.0723777864294118,1.2304223693,0.417146171027435,0.270454717813235,0.0658802700933399,601,0.425,0.366056572379368,82.8571428571429,0,-4.54783712076992,0.371539669854957
"OG0002315_pruned.fasta.filtered.mafft",1209,0.000396948364436521,0.477368803329554,0.239337420112169,0.0726255890909091,0.79888148,0.397687492893189,0.213336868487273,0.0854926464334007,697,0.275,0.299856527977044,85.125,0,-5.00798296991384,0.419983128942166
"OG0001250_pruned.fasta.filtered.mafft",664,0.000295589768991899,0.382901299085923,0.206572769953052,0.0730777830166667,0.4384666981,0.188545889250511,0.165356366793333,0.0594948011602671,1207,0.15,0.187241093620547,84,0,-6.3504793190215,0.670914129541136
"OG0000529_pruned.fasta.filtered.mafft",306,0.00154443258792658,0.636355987460423,0.0233100233100233,0.0734572876272727,0.8080301639,0.279686187343829,0.202491713890909,0.0509439074129012,429,0.275,0.298368298368298,75.75,0,-4.82327798791784,0.873154282238196
"OG0000362_pruned.fasta.filtered.mafft",206,0.000797151728732299,0.732952868667081,0.102803738317757,0.0735196948235294,1.249834812,0.278271419359377,0.222636206367647,0.0585265568240145,535,0.425,0.257943925233645,75.0714285714286,0,-4.32685455069268,0.862187574064134
"OG0002660_pruned.fasta.filtered.mafft",1394,0.00170223070918031,0.525262569483241,0.0510330578512397,0.0755154504636364,0.8306699551,0.322275535977189,0.198394522687273,0.0568028500333766,440,0.275,0.327272727272727,78.875,0,-5.18700993146156,0.751542200510282
"OG0000357_pruned.fasta.filtered.mafft",204,0.00245997915770552,0.501874143096634,0.0203527815468114,0.0764369870727273,0.8408068578,0.481120610336678,0.25157240032,0.0748945790421677,335,0.275,0.361194029850746,82.25,0,-4.83461623394272,0.521501430062772
"OG0002708_pruned.fasta.filtered.mafft",1425,0.00113735492138746,0.617356676550403,0.130989994734071,0.0794514474,0.9534173688,0.505024411298516,0.24890912584697,0.0763658470699214,633,0.3,0.317535545023697,84.5555555555556,0,-4.34488813132422,0.274684321473215
"OG0000875_pruned.fasta.filtered.mafft",475,0.000520095706775098,0.669705607315418,0.112521379062022,0.0801572155190476,1.6833015259,0.263917138352545,0.230840897725714,0.0746301736358221,529,0.525,0.389413988657845,76.6666666666667,0,-3.92709806382001,0.720557959281035
"OG0001354_pruned.fasta.filtered.mafft",723,0.00063822249425555,0.566999563936495,0.025855314703578,0.0829000653642857,1.1606009151,0.211963405163095,0.21966749201978,0.0492605031905254,547,0.35,0.385740402193784,69.5454545454545,0,-4.94756487443234,1.30435420638327
"OG0000766_pruned.fasta.filtered.mafft",420,0.0010540414922064,0.585093716474113,0.023444976076555,0.086542024831579,1.6442984718,0.360876338497367,0.299407975643275,0.0785571180596629,330,0.475,0.43030303030303,81.5,0,-4.07792740549427,0.417745654715674
"OG0000382_pruned.fasta.filtered.mafft",217,0.00340534454809865,0.704183628768717,0.12860717264387,0.0869581978318182,1.9130803523,0.364406076494312,0.291723592016883,0.0712973874251746,545,0.55,0.438532110091743,79.3157894736842,0,-3.56726409005443,0.434271653041986
"OG0002715_pruned.fasta.filtered.mafft",1430,0.000231219528842826,0.811298360627663,0.0685626102292769,0.08743061015,0.6994448812,0.22773107514451,0.212138827057143,0.0549106417578746,567,0.2,0.229276895943563,77,0,-4.06951434372423,0.66291871194477
"OG0000462_pruned.fasta.filtered.mafft",271,0.000630800118965853,0.536209547814384,0.0539984164687253,0.0878720060466667,1.3180800907,0.233155636116764,0.233871001380952,0.0687201952897268,421,0.375,0.422802850356295,76.1666666666667,0,-4.60527254675805,0.857450026241106
"OG0000802_pruned.fasta.filtered.mafft",435,0.0004223773696448,0.595937046805618,0.0148760330578512,0.0918626073272727,1.0104886806,0.181638979360973,0.224649387607273,0.0711721001988261,330,0.275,0.351515151515152,62.375,0,-4.6083018919809,1.85163937329456
"OG0000383_pruned.fasta.filtered.mafft",218,0.00158176120679081,0.537453464958129,0.282927217709826,0.0929854171461539,1.2088104229,0.494922195959169,0.322304884828205,0.0864958043577298,966,0.325,0.30952380952381,92.7,0,-4.50966971223181,-0.217683633855067
"OG0000809_pruned.fasta.filtered.mafft",438,0.00295639057819334,0.602242580408656,0.113006396588486,0.0934019834761905,1.961441653,0.23747582039342,0.300918768757143,0.0803427885453929,536,0.525,0.462686567164179,74.3333333333333,0,-3.89942437320367,0.888867199010427
"OG0000263_pruned.fasta.filtered.mafft",146,0.00230780340697224,0.596094386424348,0.0827697262479871,0.0975737737478261,2.2441967962,0.290414750882621,0.296225917320158,0.0723606881702973,540,0.575,0.509259259259259,73.95,0,-3.90858069483391,0.86848725047148
"OG0000861_pruned.fasta.filtered.mafft",466,0.00383986585168681,0.519840544252674,0.167467948717949,0.0984454822666667,1.1813457872,0.305889951710491,0.276709755178788,0.0796789204638914,624,0.3,0.442307692307692,83.2222222222222,0,-4.35910616688457,0.363717120263085
"OG0003142_pruned.fasta.filtered.mafft",1673,0.00451472132515487,0.650624786704491,0.13093471810089,0.0986439098625,0.7891512789,0.422907789955303,0.269832914521429,0.0605193177580143,674,0.2,0.307121661721068,89,0,-4.41320492294239,-0.0953482149727672
"OG0000216_pruned.fasta.filtered.mafft",124,0.00208680824127086,0.643027516713329,0.0807453416149068,0.0987583793956522,2.2714427261,0.278736065464028,0.310146318875889,0.0714057160829489,567,0.575,0.451499118165785,81.2,0,-3.81346152928592,0.346303960091966
"OG0001103_pruned.fasta.filtered.mafft",586,0.000975087686710382,0.648205098262981,0.123071763916834,0.100002892433333,0.6000173546,0.260753661540842,0.235673242993333,0.0714876412377303,497,0.15,0.287726358148893,87.3333333333333,0,-4.35446944708179,0.0650136253899889
"OG0001034_pruned.fasta.filtered.mafft",559,0.0363573285848898,0.558470172905442,0.0617054263565891,0.10012450906,1.5018676359,0.352063543391521,0.335933216169524,0.0797835273080841,430,0.375,0.481395348837209,72.9166666666667,0.153846153846154,-3.80643600271906,1.60132032135332
"OG0001934_pruned.fasta.filtered.mafft",1017,0.0011857946156271,0.663888736086761,0.131168831168831,0.1002064308,1.503096462,0.167208322788268,0.24871047367619,0.0837911981628403,616,0.375,0.397727272727273,67.8333333333333,0,-3.83260279165114,1.36309842604729
"OG0001555_pruned.fasta.filtered.mafft",829,0.00102174305725637,0.640784813875171,0.00734618916437098,0.102946653966667,1.5441998095,0.206978294799485,0.268117958392381,0.0680657863305393,363,0.375,0.377410468319559,64.25,0,-4.29080050649593,1.63209254303415
"OG0003121_pruned.fasta.filtered.mafft",1662,0.0173322201410748,0.505614459031277,0.0166666666666667,0.103219208725,1.2386305047,0.396970542574431,0.320201257731818,0.0763773449949297,320,0.3,0.484375,76.2222222222222,0.2,-4.06611256191069,1.55387588509823
"OG0000180_pruned.fasta.filtered.mafft",101,0.00212077219115755,0.64007776413499,0.276029230880544,0.103342445276471,1.7568215697,0.235423518775801,0.284164718664706,0.0744001282802107,813,0.425,0.35670356703567,67.9285714285714,0,-4.22236478233529,1.39580465001497
"OG0000630_pruned.fasta.filtered.mafft",359,0.00622779046954898,0.596396258257175,0.171478907702848,0.104108718835294,1.7698482202,0.313206816253068,0.300266754826471,0.101787375030641,601,0.425,0.434276206322795,80.8571428571429,0,-3.62732475868965,0.492485686162782
"OG0001767_pruned.fasta.filtered.mafft",931,0.00279688917928548,0.654156648827681,0.100372736954207,0.10547128855,1.2656554626,0.531836289725504,0.367735184924242,0.0756518554059591,313,0.3,0.434504792332268,87.6666666666667,0,-3.65428199860435,-0.119384626412838
"OG0001730_pruned.fasta.filtered.mafft",914,0.00206203619757506,0.469382875436255,0.122634508348794,0.10554580426,0.5277290213,0.0567607197842011,0.21708246434,0.0553875937116321,1078,0.125,0.191094619666048,51,0,-6.16133207220836,2.92231600626074
"OG0000030_pruned.fasta.filtered.mafft",18,0.00485922573265955,0.650701150817433,0.161328145818899,0.105845839965517,3.069529359,0.243165861701732,0.336219346780296,0.0742858464622469,647,0.725,0.471406491499227,81.0769230769231,0,-3.63807790238868,0.331278078409741
"OG0007073_pruned.fasta.filtered.mafft",2741,5.3743642702375e-13,0.932735949988411,0.157954545454545,0.10620263328,0.5310131664,0.9999845706274,0.3186062612,0.0662049352947916,528,0.125,0.121212121212121,32,0,-3.8833840970601,3.84576463014943
"OG0004366_pruned.fasta.filtered.mafft",2269,0.0275947837215621,0.535506195381637,0.021304347826087,0.10839330706,1.0839330706,0.349856268238118,0.307553580871111,0.0602528256526485,460,0.25,0.428260869565217,85.8571428571429,0.25,-4.22046647876124,1.05098982059066
"OG0000085_pruned.fasta.filtered.mafft",48,0.00292920987583655,0.627624246900766,0.240946896992962,0.10900634396,1.6350951594,0.281905902509762,0.317750557131429,0.0813519544872917,1042,0.375,0.333973128598848,78.8333333333333,0,-4.14566462942101,0.652677588487619
"OG0000075_pruned.fasta.filtered.mafft",43,0.00405218994059875,0.645364471257849,0.0289948453608247,0.110507740515,2.2101548103,0.280307229028861,0.325694810314737,0.0700450742198201,388,0.5,0.497422680412371,69.8823529411765,0,-3.73768469384175,1.10981107116196
"OG0003928_pruned.fasta.filtered.mafft",2078,0.000279095778566098,0.640675511203875,0.0106788710907704,0.11094643485,0.6656786091,0.707144941665514,0.317591661933333,0.0544227894149592,437,0.15,0.25629290617849,79.6666666666667,0,-4.77742171375912,0.60191800570302
"OG0000846_pruned.fasta.filtered.mafft",457,0.029963613105251,0.582095750341249,0.0461874370171313,0.1110545362,1.4437089706,0.225149332877602,0.296809377779487,0.0639176626779932,458,0.325,0.403930131004367,76.1,0,-4.43577110589193,0.847623701192602
"OG0000425_pruned.fasta.filtered.mafft",247,0.00286177151675615,0.618496747761462,0.0410904387623122,0.111505332095652,2.5646226382,0.368121599972548,0.401772922141502,0.0828271766573507,437,0.575,0.524027459954233,80,0,-3.44973600619589,0.390471798698399
"OG0003357_pruned.fasta.filtered.mafft",1787,0.00186140276716688,0.563678862485046,0.0969601677148847,0.112461860077778,1.0121567407,0.47149368137385,0.322892438566667,0.0936097104631572,424,0.225,0.389150943396226,90.6666666666667,0,-3.99958923017896,-0.159472501195521
"OG0000660_pruned.fasta.filtered.mafft",376,0.0024410291704219,0.557963139510562,0.124658069558421,0.112664271053333,1.6899640658,0.2025379596092,0.310906621733333,0.0628190276749486,853,0.375,0.405627198124267,83.8333333333333,0,-4.53220605370041,0.275240088236658
"OG0001369_pruned.fasta.filtered.mafft",734,0.00297767264479096,0.59130766585591,0.200608960417573,0.113656699242105,2.1594772856,0.229537306136692,0.317885937718129,0.0877635674841777,605,0.475,0.504132231404959,79.8125,0,-3.64083057240615,0.478823981213254
"OG0001485_pruned.fasta.filtered.mafft",797,0.0013061387148802,0.651235927585208,0.13224043715847,0.113999107973333,1.7099866196,0.145591759693556,0.278983402834286,0.0751684224107582,488,0.375,0.448770491803279,73.25,0,-3.80150578440864,0.921850343507358
"OG0000997_pruned.fasta.filtered.mafft",539,0.00254779428164297,0.614294201899692,0.239215036846899,0.114580920792308,1.4895519703,0.517826393828107,0.371565199917949,0.105565273730471,929,0.325,0.388589881593111,92,0,-3.4981600001553,-0.299523443922521
"OG0000753_pruned.fasta.filtered.mafft",414,0.00124352993059595,0.669521138201041,0.191906005221932,0.115197428472222,2.0735537125,0.199863787131099,0.300703289611111,0.0764436546863739,766,0.45,0.409921671018277,67.6666666666667,0,-3.84467714611904,1.3338504555379
"OG0000649_pruned.fasta.filtered.mafft",371,0.000608811219213312,0.648761436439171,0.078954802259887,0.1157540096625,0.9260320773,0.459336961350421,0.321222751525,0.05880949702613,885,0.2,0.331073446327684,93,0,-4.30564545563927,-0.421738675946815
"OG0000926_pruned.fasta.filtered.mafft",503,0.00345805797257823,0.568567243626951,0.172978149212153,0.116068144452381,2.4374310335,0.378654277152905,0.392558217942857,0.0917738615847378,547,0.525,0.555758683729433,84,0,-3.43193788190159,0.145825905037451
"OG0000651_pruned.fasta.filtered.mafft",372,0.00218530995941787,0.60164978098692,0.29443674976916,0.116686446891667,1.4002373627,0.257246498483253,0.315641905934848,0.133135874790061,722,0.3,0.318559556786704,58.8888888888889,0,-3.64370250503904,2.20488950654246
"OG0000271_pruned.fasta.filtered.mafft",150,0.00189434754595902,0.681581390925637,0.016729797979798,0.117104953277273,2.5763089721,0.252295091209569,0.332481246363203,0.0680442757391942,432,0.55,0.409722222222222,72.3157894736842,0,-3.86078591014792,0.96807700399264
"OG0003736_pruned.fasta.filtered.mafft",1981,0.00547300836985165,0.564909210704447,0.208050847457627,0.11972804,0.5986402,0.0690417422685613,0.24772231248,0.0727980184091503,472,0.125,0.258474576271186,45,0,-5.17009869207142,3.21585812838258
"OG0001565_pruned.fasta.filtered.mafft",836,0.000558899511019453,0.606991371183759,0.102706027060271,0.12135986555,0.7281591933,0.209253074055777,0.27846164304,0.0632055268967039,1084,0.15,0.331180811808118,88,0,-4.5194916726707,-0.00232795616888626
"OG0001147_pruned.fasta.filtered.mafft",607,0.00599038124537923,0.625834858715025,0.251166028541594,0.123469594623529,2.0989831086,0.301012090240887,0.366280026894118,0.120908378294409,845,0.425,0.505325443786982,88.0714285714286,0,-2.81918929004737,-0.104370195462683
"OG0000117_pruned.fasta.filtered.mafft",66,0.0168008918898816,0.710258175529779,0.0574087078651685,0.12412608645625,1.9860173833,0.199134601703665,0.3363652045525,0.0723946345319397,356,0.4,0.441011235955056,60.7692307692308,0,-3.60276159588562,1.7628666565089
"OG0000197_pruned.fasta.filtered.mafft",112,0.00194957521912164,0.522937261733197,0.19499063670412,0.12424814105,0.7454888463,0.308384768116953,0.2969761014,0.14766598867864,2136,0.15,0.26310861423221,99.6666666666667,0,-3.71630720607418,-0.554544052139792
"OG0003669_pruned.fasta.filtered.mafft",1962,0.000849440326184844,0.667839264148147,0.0719392314566577,0.124330365366667,0.7459821922,0.62860612264358,0.344592805013333,0.0687823042648761,373,0.15,0.300268096514745,68.3333333333333,0,-4.31694403832693,1.36268561745866
"OG0001244_pruned.fasta.filtered.mafft",661,0.00391794010775758,0.577393529166113,0.192782995551162,0.124622237070588,2.1185780302,0.328758365078603,0.39221139445,0.109050940211661,714,0.425,0.53781512605042,78.5714285714286,0,-3.207106633208,0.569799477978316
"OG0004430_pruned.fasta.filtered.mafft",2309,0.00101923171350072,0.683425509077813,0.0269174041297935,0.124901482425,0.9992118594,0.44064788438799,0.348271742878571,0.076701415577344,339,0.2,0.327433628318584,87.8,0,-3.86599435885505,-0.0599530306772685
"OG0001260_pruned.fasta.filtered.mafft",669,0.0289124710371673,0.702653208331735,0.0453216374269006,0.1256044934875,3.0145078437,0.287880298541484,0.421127556099638,0.0759508554161235,342,0.6,0.508771929824561,71.2380952380952,0.0909090909090909,-3.07240556020169,1.28458844672119
"OG0000564_pruned.fasta.filtered.mafft",322,0.00779172840077494,0.500234662165488,0.196611384111384,0.126124904645455,2.7747479022,0.304465364846362,0.390522483479221,0.0807079749662058,888,0.55,0.530405405405405,82.0526315789474,0,-4.06599992918445,0.368792397085661
"OG0000866_pruned.fasta.filtered.mafft",469,0.00504709133828995,0.614335321755864,0.25677130044843,0.12618893387,1.2618893387,0.412495431521946,0.366744673928889,0.078882183084275,1115,0.25,0.401793721973094,98.2857142857143,0,-3.84027977344416,-0.799859093016678
"OG0000465_pruned.fasta.filtered.mafft",273,0.0030359229764045,0.675888532469051,0.158415841584158,0.1273252747,2.1645296699,0.31896008324612,0.412321857336765,0.0845560639677983,505,0.425,0.532673267326733,79.4285714285714,0,-3.08979047790239,0.363452039883298
"OG0000584_pruned.fasta.filtered.mafft",335,0.00437250106389239,0.599974163891393,0.0318662661616821,0.127346977905263,2.4195925802,0.245548714755478,0.38441614211345,0.0787786586916119,403,0.475,0.56575682382134,76.25,0,-3.50816032636583,0.640907579646369
"OG0001301_pruned.fasta.filtered.mafft",692,0.00185944570676477,0.644015991254144,0.0234285714285714,0.127680048028571,1.7875206724,0.280956816922125,0.370904269171429,0.0852761166967161,375,0.35,0.493333333333333,77.6363636363636,0,-3.42297619052895,0.570283092461592
"OG0002272_pruned.fasta.filtered.mafft",1182,0.00111757242432119,0.576624835858227,0.228494623655914,0.127718161033333,1.5326179324,0.205412631122624,0.338989523025758,0.0931041123602943,806,0.3,0.514888337468983,82.8888888888889,0,-3.55735382101761,0.265386393381195
"OG0000455_pruned.fasta.filtered.mafft",266,0.0031486281639006,0.64574091597765,0.0901320901320901,0.128174597607692,1.6662697689,0.225751863786335,0.351773852694872,0.0823766788048634,396,0.325,0.446969696969697,80.9,0,-3.60789119015906,0.378022069854744
"OG0001027_pruned.fasta.filtered.mafft",555,0.00273413827796464,0.440141754843138,0.25120532003325,0.12925827924,1.2925827924,0.450636358247097,0.377870347146667,0.0748293231186335,1203,0.25,0.415627597672485,95.8571428571429,0,-4.77800923425011,-0.466598241565947
"OG0000512_pruned.fasta.filtered.mafft",298,0.00341432047050363,0.66733588022186,0.0634573304157549,0.129958673910526,2.4692148043,0.187312776512823,0.366620421152047,0.0783450707445873,457,0.475,0.518599562363238,75.75,0,-3.34335673966913,0.650064211545791
"OG0000305_pruned.fasta.filtered.mafft",172,0.00352947680835283,0.643800779289228,0.0219178082191781,0.131924320935294,2.2427134559,0.194336867134503,0.352796345364706,0.0824152277430984,365,0.425,0.526027397260274,72.2857142857143,0.133333333333333,-3.22029777621078,1.39908181357318
"OG0000686_pruned.fasta.filtered.mafft",385,0.0031506313063142,0.565383329307021,0.122915634802708,0.133027689911111,2.3944984184,0.262761379445979,0.38568883889085,0.0824627303241972,673,0.45,0.549777117384844,76.8666666666667,0,-3.67874692807274,0.651589796946653
"OG0000412_pruned.fasta.filtered.mafft",238,0.000634904475113675,0.497329584532075,0.250051813471503,0.13308399885,1.3308399885,0.280124256876431,0.360814248444444,0.123891588349164,965,0.25,0.340932642487047,81.4285714285714,0,-4.06104167588267,0.653257900880678
"OG0000954_pruned.fasta.filtered.mafft",515,0.00406511936512311,0.633532414223558,0.147310722850291,0.133324235942857,0.9332696516,0.263802081507651,0.316400976314286,0.0663920730702477,1251,0.175,0.342925659472422,92.75,0,-4.22319166505519,-0.380291818334618
"OG0001202_pruned.fasta.filtered.mafft",638,0.00386317896768914,0.731737926071714,0.043317040283162,0.135072581223529,2.2962338808,0.279332696579032,0.413660185157353,0.0765251698596118,349,0.425,0.455587392550143,77.1428571428571,0,-3.2085844371572,0.52504420790789
"OG0001647_pruned.fasta.filtered.mafft",875,0.00841280457272844,0.754770425591903,0.183926645091694,0.1354769814375,1.0838158515,0.318608430041033,0.351487854010714,0.0747225508224033,927,0.2,0.325782092772384,79.2,0,-3.58712054835502,0.48802011340828
"OG0000364_pruned.fasta.filtered.mafft",208,0.00588812634059679,0.64603894927671,0.12,0.138094895571429,1.933328538,0.612624824400125,0.48000018420989,0.0900647283469442,525,0.35,0.489523809523809,83.9090909090909,0,-3.2184459354819,0.109241306462736
"OG0001479_pruned.fasta.filtered.mafft",796,0.00403539217833497,0.622092266955456,0.00623924268502582,0.138146868385714,1.9340561574,0.340906686539215,0.42501048112967,0.0823956599960452,332,0.35,0.506024096385542,80.8181818181818,0,-3.47566740723568,0.33950880011966
"OG0001697_pruned.fasta.filtered.mafft",897,0.00581875329289409,0.577627901451125,0.125493096646943,0.1386982334125,2.2191717346,0.249225295175134,0.396179211841667,0.100267229222909,507,0.4,0.571992110453649,79.8461538461538,0,-3.21738873787459,0.435143635539266
"OG0002926_pruned.fasta.filtered.mafft",1541,0.00238264472004183,0.584672169227547,0.0503875968992248,0.140268780416667,0.8416126825,0.587665825009713,0.384188310533333,0.0678732215289601,731,0.15,0.395348837209302,100,0,-4.1728106114225,-0.911036428376082
"OG0007162_pruned.fasta.filtered.mafft",2744,0.000337610101085098,0.321741092480194,0.0579387186629526,0.14224249492,0.7112124746,0.0210247064471275,0.28747559654,0.107576169339414,359,0.125,0.409470752089137,57.5,0,-5.23742400992021,2.48188720384508
"OG0001624_pruned.fasta.filtered.mafft",863,0.00545450274830553,0.72047559603078,0.0434002869440459,0.142732600123529,2.4264542021,0.204217322820741,0.397402359560294,0.0791460952449916,328,0.425,0.454268292682927,77.6428571428571,0,-3.23557995968866,0.512637119047553
"OG0001385_pruned.fasta.filtered.mafft",740,0.00855575752468764,0.74736969669892,0.0369532428355958,0.143260697135294,2.4354318513,0.369528615189792,0.457054291252941,0.0869085509278367,312,0.425,0.541666666666667,77.9285714285714,0,-2.62233654373856,0.387741523764312
"OG0000057_pruned.fasta.filtered.mafft",35,0.00343435804067229,0.513524086523528,0.329102281089036,0.14396854295,1.7276225154,0.335818931177609,0.406241598130303,0.110711263168352,906,0.3,0.428256070640177,92.1111111111111,0,-3.77680814293735,-0.235400885566392
"OG0000251_pruned.fasta.filtered.mafft",141,0.0015616924569452,0.700099869340713,0.232054717247215,0.146099553435714,2.0453937481,0.458050824673878,0.48795797920989,0.0757641567524244,1013,0.35,0.493583415597236,97.7272727272727,0,-3.0506523354886,-0.971807393304613
"OG0000828_pruned.fasta.filtered.mafft",447,0.0025159863024692,0.58033200020281,0.20323293727549,0.146982828392857,2.0577595975,0.35278213168436,0.441599557631868,0.105518524418558,1034,0.35,0.471953578336557,89.5454545454545,0,-3.35842516591394,-0.179602413104823
"OG0002376_pruned.fasta.filtered.mafft",1238,0.00349934215152437,0.586984294525773,0.167317708333333,0.1471902814,1.7662833768,0.434875605403478,0.436628723775758,0.111280097706591,640,0.3,0.496875,89.1111111111111,0,-3.15079121299344,-0.166054045164449
"OG0000787_pruned.fasta.filtered.mafft",428,0.00471348000926061,0.57433655224105,0.0334132693844924,0.14738898672,2.2108348008,0.197338807016304,0.388340006453333,0.0781111361698511,417,0.375,0.534772182254197,66.75,0,-3.82630957847248,1.3744586883247
"OG0001094_pruned.fasta.filtered.mafft",582,0.000989696976431123,0.6699747628924,0.0712530712530713,0.149342543672727,1.6427679804,0.38657361001483,0.420315491821818,0.0791267358218127,518,0.275,0.486486486486487,80.125,0,-3.35785176621318,0.347770246033675
"OG0001024_pruned.fasta.filtered.mafft",553,0.000409773835776046,0.559973425952819,0.0937052932761087,0.149718607333333,0.898311644,0.273861766841352,0.359978751186667,0.0650068579141609,932,0.15,0.414163090128755,79.3333333333333,0,-4.45726340444981,0.576593420796444
"OG0003286_pruned.fasta.filtered.mafft",1743,0.00292488179507906,0.868730803715857,0.0628930817610063,0.149846308685714,1.0489241608,0.188707036216073,0.34316372832381,0.0724514739048552,477,0.175,0.291404612159329,80.75,0,-3.14809670140432,0.278273549724777
"OG0002934_pruned.fasta.filtered.mafft",1545,0.00286374612596021,0.730639687523253,0.044300518134715,0.14987768669,1.4987768669,0.238208698562613,0.391182044728889,0.0840288116566266,386,0.25,0.406735751295337,74.4285714285714,0,-3.29700754308033,0.780479488137492
"OG0000300_pruned.fasta.filtered.mafft",169,0.0088744709370209,0.70944640957836,0.0217792543373939,0.149996882180952,3.1499345258,0.262291442134076,0.463745382792381,0.0780735239641475,387,0.525,0.547803617571059,83.8333333333333,0,-2.89304925942797,-0.0158833310367367
"OG0000109_pruned.fasta.filtered.mafft",62,0.0203177251485527,0.733913478017292,0.101943076081007,0.151405146938095,3.1795080857,0.298400282819573,0.475539027751429,0.0911792240514062,696,0.525,0.53735632183908,76.5,0,-2.62374527856258,0.526533361656695
